plcyNm,plcyExplnCn,plcySprtCn,aplyYmd,zipCd,aplyUrlAddr,sprtTrgtMinAge,sprtTrgtMaxAge,lclsfNm,mclsfNm,region
미성년 미혼한부모 지원사업 (우리원더패밀리),청소년 미혼한부모의 자녀양육 부담 경감 및 생활안정을 위한 생활비 지원,매월 생활비 50만원 지원,,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",http://www.forlife.or.kr/?m=bbs&bid=0501&uid=8690,0.0,22.0,복지문화,예술인지원,세종특별자치시
2024년 3차 군포시 청년 전월세 보증금 대출이자 지원 안내,「군포시 청년 전월세 보증금 대출이자 지원 조례」에 의거하여 군포시에 정착하는 청년의 주거비 부담을 완화하여 자립기반을 강화하고 안정된 정주여건을 조성하고자 『2024년 3차 군포시 청년 전월세 보증금 대출이자 지원사업』의 지원 대상자를 모집하오니 많은 참여 바랍니다.,"전월세 보증금 대출잔액의 1%, 최대 100만원",20241007 ~ 20241129,41410,,19.0,39.0,,,경기도
2024 광명청년금융아카데미(선착순15명),광명시에 거주하거나 활동 중인 청년(만 39세 이하)들을 대상으로 진행하는 금융 교육으로 청년들이 건전한 경제 습관을 형성하고 올바른 금융 지식을 습득할 수 있도록 지원합니다.,"■ 광명 청년 금융 아카데미란?
광명시 경제자립특화공간인 청춘곳간이 처음으로 선보이는 프로그램이에요!
광명시에 거주하거나 활동 중인 청년(만 39세 이하)들을 대상으로 진행하는 금융 관련 교육 과정인데요, 광명시 청년들이 건전한 경제 습관을 형성하고 올바른 금융 지식을 습득할 수 있도록 돕는게 목표에요.

■ 교육 기간
2024년 10월 23일(수)부터 11월 13일(수)까지 4주간 매주 수요일, 저녁 7시에 진행될 예정이에요.

■ 커리큘럼
(24.10.23.수 저녁 7시) Day 1: 야, 너도 경제 신문 읽을 수 있어! (경제상식) 
모든 일에는 기초가 가장 중요한 법! 낯설기만 했던 경제 용어 등 기초 상식 교육이 진행됩니다.

(24.10.30.수 저녁 7시) Day 2: 신용 있어 보이신용 (신용관리) 
당신의 금융 건강은 몇 점이나 되시나요? 신용의 이해, 대출, 채무 등 건전한 금융 생활을 위한 첫걸음을 익힐 수 있습니다.

(24.11.6.수 저녁 7시) Day 3: 욜로(Yolo)부터 무지출 챌린지까지 (재무 관리) 
욜로? 짠테크? 자산형성 방법과 재무목표 설정 등 돈을 모으고 불리는 방법을 요약해드립니다.

(24.11.13.수 저녁 7시) Day 4: 아는만큼 아낀다 (절세 방법) 
내가 내는 세금은 어떤 것들이 있는지, 어떻게 쓰이는지 알아보고 13월의 월급 연말정산까지 야무지게 챙겨가세요.",20241017 ~ 20241021,41210,https://tally.so/r/3xPM9G,1.0,39.0,"일자리,교육","취업,미래역량강화",경기도
『2024년 28청춘창업소 네트워킹데이』 참가자 모집,꿈을 가진 창업가들이여 모여라!,"❍ 기간 : 2024년 10월 31일(목) 17:00 ~ 19:30
❍ 장소 : 28청춘창업소
          (고양시 덕양구 화중로 104번길 33, 화정역 도보 5분거리) *주차지원불가
❍ 행사 내용
- 초청 연사 특강 및 토크콘서트
 · 석봉토스트 김석봉 대표, 에피치오 강성진 대표
- 특별 공연 및 경품 추첨
 · 어쿠스틱 밴드 초청 공연
 · 경품 추첨 이벤트(배달앱 5만원 상품권)
- 네트워킹 파티
 · 그룹별 자율 네트워킹 진행
 · 케이터링 제공",20241014 ~ 20241029,41280,https://bit.ly/4gYEQhg,,,"일자리,교육","취업,미래역량강화",경기도
"[도심 속 글램핑] 24년 도전크루 플러스+ 열심히 일한 그대여, 모여라!(10.26)","24년 도전크루 플러스+ 열심히 일한 그대여, 모여라! 도심 속 글램핑
2024 경기 우수청년공간에 선정된 용인청년 lab이 일하느라 지친청년에게 쏩니다!","■ 진행일시 : 24. 10. 26.(토) 15시~21시
■ 행사내용 : 버스킹 공연, 게임, 바베큐 파티, 불멍
■ 진행장소 : 정그리다 (경기 용인시 처인구 백옥대로 1311)",20241014 ~ 20241022,41460,,,,복지문화,건강,경기도
[성남시청소년재단X성남청년참여단] 청년 창업 아카데미,"안녕하세요 성남청년참여단입니다. 
창업을 준비하는 청년을 대상으로 창업교육/네트워킹의 기회를 제공하고자 합니다. 
이에 청년들의 많은 관심과 참여바랍니다.","□ 교육 장소: 정자청소년수련관(석식 제공)
□ 교육 내용
	- 미국에서 놀아본 선배의 엘리베이터 피치
	- 누나, 언니가 들려주는 창업도전기
	- 교육전문가와 함계, 나의 기업가정신 탐색
	- 내 아이템 좀 봐주세요! 사업아이템 멘토링
	- 우리 친해질까? 참가자 간 네트워킹
□ 참가 특전
	- 멘토링 교육 시, 멘토 추천을 통한 교육 우수자에 해외 VC 추가 멘토링 기회 부여",20241008 ~ 20241028,41130,https://snspring.or.kr/programView.do?idx=597,20.0,34.0,"일자리,교육","취업,미래역량강화",경기도
농기계종합보험 보험료 지원,농기계 작업·운행 중 안전사고에 대비하기 위해 농기계 종합보험에 가입 시 보험료의 일부를 보조하여 농업인 경영안정 도모,"○ 보험료의 100분의 50이상(일반농 50%, 영세농 70%)을 국고에서 지원",,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",,19.0,99.0,복지문화,건강,세종특별자치시
2024년 여주시 청년 신혼부부 주택 전세자금 대출이자 지원 사업 대상자 추가 모집공고,청년 신혼부부의 정주여건 개선을 위한 「여주시 청년 신혼부부 주택 전세자금 대출이자 지원 사업」 대상자 추가모집을 아래와 같이 공고합니다.,"1. 지원금액 : 금융권에서 대출받은 주택 전세자금의 매월 대출 잔액의 연2%를 연간 최대 2백만원까지 지원(천원 미만 절사)
2. 지원내용 : 2023년 7월 ~ 2024년 6월 기간 동안 납부한 이자
              (기 납부한 이자가 12개월 미만인 경우에도 지원)
3. 우대지원 : 유자녀가구(1인당), 장애인, 다문화가구에 대하여 본인이 지출한 이자 범위내에서 매월 대출잔액의 연0.2% 가산지원(대상자   중복 가산 불가)
     - 지원금과 가산금을 합하여 연 최대 200만원까지 지원
4. 대출기간이 1년 미만인 경우 최대 지원 가능한 금액 산정
       (연 최대 200만원÷12개월×대출금 상환한 개월 수)
5. 지급방식 : 신청인 계좌 입금
6. 지 급 일 : 2024. 11월 중 (선정자 개별 안내)
   ※ 지급일은 상기 일정에 따라 변동될 수 있음.",20241007 ~ 20241018,41670,,18.0,39.0,,,경기도
2024년 신혼부부 및 청년 전월세 대출이자 지원계획 공고(9차),광명시에서 2024년 신혼부부 및 청년 전월세 대출 이자 지원계획을 아래와 같이 공고합니다.,"❍ 지원내용 : 대출금 1억 5천만원 범위에서
   - 신혼부부 : 대출금의 전세 2.5% 이내, 월세 2.7% 이내 (최대 125 ~ 135만 원)
   - 청    년 : 대출금의 전세 1.2% 이내, 월세 1.4% 이내 (최대 60 ~ 70만 원)
❍ 지원횟수 : 연 1회, 가구 당 최대 3년
※ 기지원가구도 매년 신청하여 선정되어야 지원 가능",20241007 ~ 20241018,41210,,19.0,39.0,,,경기도
2024년 여주시 청년주택 임차보증금 이자지원 사업,여주시 청년의 정주여건 개선을 위한 「여주시 청년 주택 임차보증금 이자지원 사업」 대상자 모집을 아래와 같이 공고합니다.,"1. 지원금액 : 금융권에서 대출받은 주택 자금의 매월 대출 잔액의 최대 2%를 지원(지원 한도액 100만원)
2. 지원내용 : 2023년 10월 ~ 2024년 9월 기간 동안 납부한 이자
(기 납부한 이자가 12개월 미만인 경우에도 지원)
3. 대출기간이 1년 미만인 경우 최대 지원 가능한 금액 산정
(연 최대 100만원÷12개월×대출금 상환한 개월 수)
4. 지급방식 : 신청인 계좌 입금
5. 지 급 일 : 2024. 11월 중 (선정자 개별문자 안내)
※ 지급일은 상기 일정에 따라 변동될 수 있음.",20241007 ~ 20241018,41670,,18.0,39.0,,,경기도
2024년 구리시 경기청년역량강화 기회 지원사업,"미취업 청년들에게 고른 취업 자격기준 습득기회 제공을 위해 어학시험,자격시험 응시료를 지원","○ 지원내용
 어학시험․자격시험 응시료 지원
 - 청년 1명당 최대 30만원 범위내 실비 지원
 ※ 예시 : 사례1) 응시료 30만원, 사례2) 수강료 30만원, 사례3) 응시료+수강료 30만원

○ 응시료 지원분야
 어학 19종, 한국사, 국가기술자격 545종, 국가전문자격 248종*, 국가공인 민간자격 96종 (잡아바 공고페이지 내 첨부파일 참조)

○ 지급방법 : 본인명의 계좌입금",20240502 ~ 20241130,41310,https://apply.jobaba.net/special/GGtestfees/main.do,19.0,39.0,복지문화,건강,경기도
시각 장애인용 우편물 무료발송 지원,시각장애인에게 우편물 무료발송 지원,○ 시각장애인이 점자 및 묵자관련 서류를 발송할 때 무료로 발송할 수 있는 서비스,,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",,,,복지문화,건강,세종특별자치시
여성장애인 출산비용 지원,"비 장애 여성에 비해 임신과 출산 시 비용이 추가 소요되는 여성장애인에게 출산비용을 지원함으로써, 경제적 부담을 경감하고 모성권 보호에 기여",○ 태아 1인 기준 120만원 지원 출산비용 지급,,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",https://www.gov.kr/portal/rcvfvrSvc/dtlEx/GMW000000260?administOrgCd=ALL,,,"참여권리,참여권리","청년참여,정책인프라구축",세종특별자치시
2024년 안성시 경기청년역량강화 기회 지원사업,"미취업 청년들에게 고른 취업 자격기준 습득기회 제공을 위해 어학시험,자격시험 응시료 및 수강료를 지원","○ 지원내용
 어학시험․자격시험 응시료 및 수강료 지원
 - 청년 1명당 최대 30만원 범위내 실비 지원
 ※ 예시 : 사례1) 응시료 30만원, 사례2) 수강료 30만원, 사례3) 응시료+수강료 30만원

○ 응시료 지원분야
 어학 19종, 한국사, 국가기술자격 545종, 국가전문자격 248종*, 국가공인 민간자격 96종 (잡아바 공고페이지 내 첨부파일 참조)
○ 수강료 지원분야
학원은 온라인 포함 전국 어디든 상관없으나, 위 응시료 지원분야와 관련된 내용을 수강하여야 하며, 교육청에 등록된‘학원’(「학원법」제2조제1호에 정의된‘학원’), ‘직업능력개발훈련시설’(「학원법」제2조제1호마목), 시․도경찰청에 등록․지정된 자동차운전(전문)학원(도로교통법 제99조 및 제104조)에서 수강한 경우에 한정

○ 지급방법 : 본인명의 계좌입금",20240513 ~ 20241130,41550,https://apply.jobaba.net/special/GGtestfees/main.do,19.0,39.0,복지문화,건강,경기도
"사회초년생을 위한 스타터팩 '챗GPT, 생성형 AI로 일잘러 되기'",사회 초년생들의 시간관리능력 및 업무 효율성 향상을 위해 AI 도구를 활용한 사회 초년생 스타터팩 참여자를 모집합니다!,"[교육내용]
- 10. 30.(수): 챗 GPT 및 생성형 AI의 기본 개념 및 실습
- 10. 31.(목): 챗GPT와 엑셀, 구글 앱스 스크립트를 활용한 업무 자동화 실습
- 11. 6.(수): 생성형 AI를 활용한 이미지 및 영상 제작
- 11. 7.(목): 챗GPT 챗봇 GPTs 제작으로 업무 자동화 프로젝트 구축

운영장소: 군산시 청년뜰 3층(청년강당)
운영일정: 2024. 10. 30.(수)~11. 7.(목) 매주 수, 목 18:30~21:30(3H)",20241007 ~ 20241025,52130,http://gsyouth.or.kr/youth_center/yc_program/?uid=10243&mod=document&pageid=1,18.0,39.0,"일자리,교육","취업,미래역량강화",전북특별자치도
"2024 의정부 청년 취업역량 강화를 위한 『슬기로운 취준생활 온라인 특강』 참여자 모집(특강일 : 10.30, 10.31)","취업을 희망하는 청년 취업준비생들에게  취업역량강화를 위한 온라인 특강을 실시하여
구직 기술을 강화할 수 있도록 특강을 실시합니다.","▶ 1일차 : 2024. 10. 30.(수) 19:00~21:00
자기 이해를 통한  기업 이해와 직무 분석 하기
▶ 2일차 : 2024. 10. 31.(목) 19:00~21:00
채용포탈사이트 활용 방법 및 실전취업전략(이력서 및 자기소개서 작성법)",20241014 ~ 20241027,41150,,19.0,39.0,"일자리,교육","취업,미래역량강화",경기도
2024년 취업동기강화를 위한 『내일(JOB)을 더 새롭게』참여자 모집,"관내 거주 구직자 대상으로 구직동기강화를 위한『내일(JOB)을 더 새롭게』특강을 진행하여
구직자신감을 향상시키고 희망이 있는 미래를 준비하는 참여자를 모집합니다.","◈특강일시: 10/24(목) 13:00 ~ 16:00
◈교육내용: AI시대 채용과 산업의 변화, 구직정보 활용하기
                  구직 자신감 키우기
◈교육장소: 의정부일자리센터 교육장",20241015 ~ 20241021,41150,,0.0,55.0,"일자리,교육","취업,미래역량강화",경기도
2024 차세대 해양정책리더 양성 아카데미 참가자 모집,"해양정책의 중요성에 대한 이해를 높이고 해양 전반에 대한 관심을 확산하기 위해 해양수산부, 한국해양재단, 연세대학교가 주최·주관하는 차세대 해양정책리더 양성 아카데미를 다음과 같이 실시합니다. 대학(원)생 여러분의 많은 관심과 참여 바랍니다.",해양분야 교양교육,20240930 ~ 20241031,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",https://ilovesea.or.kr/academy/academy_intro.do,,,"일자리,교육","취업,미래역량강화",세종특별자치시
함께 만드는 청렴이야기 국민권익위원회 2030 청렴인재 아카데미,"청렴연수원에서는 2030 대학(원)생, 졸업생, 취업준비생 (만 19세 이상 34세 미만)을 대상으로 교육과정을 운영하고자 합니다.","o 교육대상 : 2030 대학(원)생 및 졸업생, 취업준비생 (만 19세 이상 34세 미만)
o 교육일시 : 2024년 11월 13일 ~11월 15일 (3일, 1일 6시간, 총 18시간 운영
o 교육장소 : 서울창업허브 공덕점 10층 대강당 (컨퍼런스홀)
o 교육비용 : 전액 무료",20241002 ~ 20241031,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",,19.0,34.0,"일자리,교육","취업,미래역량강화",세종특별자치시
2024년 원주시 장애인 맞춤형 건강관리서비스(지역사회서비스투자사업）,"지역에 부합하는 차별적인 사회서비스를 발굴하여 주민이 체감하고 만족하는 지역사회서비스 이용권(바우처) 제공, 장애인 맞춤 건강관리서비스 제공","○ 서비스 시작 월: 신청일이 속한 달의 다음달부터
○ 내용
-심한(중증) 장애인 : 월 4회(회당 60분)
-심하지 않은(경증) 장애인 : 월 8회(회당 60분)
- 장애 특성에 따라 맞춤형 운동프로그램 제공(사전/사후 검사 포함), 반기 1회 건강 상태진단, 평가, 상담 제공",20241016 ~ 20241231,51130,,7.0,70.0,복지문화,건강,강원특별자치도
2024 김천시 청년창업 아카데미 참여자 모집,창업 전문가의 강의로 아이템 개발부터 실무까지 파악하는 무료 강의 수강 혜택 제공,"교육내용: 창업을 위한 아이템 개발 및 창업 전반적 실무 강의 및 멘토링 (홈페이지 공고 글 참조)
교육장소: 김천시 청년창업지원센터 교육장
교육일시: 교육일시: 24. 11. 4.(월) ~25.(월), 매주 월, 목, 금 (14:30~17:30, 3시간) *총 10회차 구성의 강의
수강료: 무료",20241008 ~ 20241031,47150,https://gcyouth.or.kr/theme/C-gcyouth/html/sm2_content05.php?pid=138&page=1,19.0,39.0,"일자리,교육","취업,미래역량강화",경상북도
저소득층 기저귀·조제분유 지원,저소득층 영아(0~24개월) 가정의 육아 필수재인 기저귀 및 조제분유 지원을 통해 경제적 부담 경감 및 아이 낳기 좋은 환경 조성,"○ 기저귀(월 9만원) ･ 조제분유(월 11만원) 구매비용을 국민행복카드에 바우처 포인트로 지급
○ 기저귀는 만2세 미만의 영아를 둔 기초생활보장, 차상위계층, 한부모가족 수급 가구, 기중중위80%이하 다자녀(2인이상) 및 장애인 가구를 대상으로 영아별로 지원
○ 조제분유는 기저귀 지원대상 중 산모의 사망,특정질병,의식 기능의 현저한 저하 등으로 모유수유가 불가능하다고 의사가 판단하는 경우, 아동복지시설,공동생활가정,가정위탁보호,입양대상 아동,한부모 및 영아 입양 가정의 아동인 경우 지원",,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",https://www.bokjiro.go.kr/ssis-tbu/twoaa/aplySrvChc/selectServChs.do?menuGb=twoaa,,,복지문화,건강,세종특별자치시
