plcyNm,plcyExplnCn,plcySprtCn,aplyYmd,zipCd,aplyUrlAddr,sprtTrgtMinAge,sprtTrgtMaxAge,lclsfNm,mclsfNm,region
2024년 HUG 든든전세주택 3차 모집,HUG가 전세보증금을 대신 갚아준 주택을 직접 낙찰받아 주변 시세보다 저렴하게 임대공급하는 사업,"무주택세대구성원을 대상으로 시중 시세의 90% 이하 수준의 전세 임대
- 임대기간 : 2년, 재계약 3회 가능(입주자격 유지 시 최장 8년 거주)
- 임대조건 : 시중 시세의 90% 이하 수준의 전세로 공급
- 공급대상 주택 : 총 102호(주택 소재지, 면적, 임대조건 등 세부내역은 “HUG 안심전세포털 ⇒ 든든전세주택”을 참조하시기 바랍니다.)",20241007 ~ 20241027,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",https://www.khug.or.kr/jeonse/web/s07/s070102.jsp,19.0,99.0,,,세종특별자치시
산청군 2024년 하반기 청년 월세 지원 사업,산청군 청년의 주거비 부담 경감 및 안정적인 주거생활,"○ 10개월간(2024.2~12월) 월 최대 15만원 임차료 지원 ※월 임차료가 15만원 미만일 경우
○ 월세(임차료) 선 납부, 납부내역 확인 후 개인별 지급",20240930 ~ 20241030,48860,https://www.gyeongnam.go.kr/baro,19.0,49.0,,,경상남도
김해시 청년 월세 지원사업 3차,김해시 청년 가구 대상으로 월 최대 15만원 임차료 지원,"○지원대상: 김해시에 주민등록을 둔19세 이상39세 이하세대주가 청년인 가구
- (주택기준) 임차보증금1억원 이하 및 월 임차료60만원 이하 주택 거주
- (소득기준) 기준중위소득60%초과150%이하

○지원내용: 월 임차료최대15만원 이내 지원, 10개월,(연 최대150만원)※생애1회

※월 임차료가 15만원 미만일 경우 실제 납부금액만 지원,관리비 제외

○지급방법: 청년이 월세(임차료)선 납부, 납부내역 확인 후 다음 달 개인별 지급",20241007 ~ 20241014,48250,https://baro.gyeongnam.go.kr/baro/serviceView.es?service_no=282&mid=a10202000000,19.0,39.0,주거,주택 및 거주지,경상남도
의성군 2024년 청년기업 융자 지원사업,의성군 소상공인 및 중소 청년기업에 저금리 융자 지원,"지원내용 : 청년기업 및 소상공인 대상 저금리 융자 지원

소상공인 - 최대 5천만원, 대출금리 연 1.0%
중소기업 - 최대 1억원, 대출금리 연 1.0%",20240701 ~ 20241231,47730,http://untact.koreg.or.kr,19.0,45.0,일자리,재직자,경상북도
의성군 신혼부부 주거비용 지원(인구늘리기시책),의성군 신혼부부에 2년간 월 10만원 이내 전세자금 대출금 이자 또는 월세자금 지원,"· 신청기간: 혼인신고일로부터 6개월 이내
· 지원금액: 최대 240만원
- 2년간 월 10만원 이내 전세자금 대출금 이자 또는 월세자금 지원
※ 상반기 7월, 하반기 12월 지급",20240101 ~ 20241231,47730,,,,주거,주택 및 거주지,경상북도
영주시 2024년 청년 자기개발 도서구입비 지원사업 신청자 모집,도서구입비 지원을 통해 영주시 청년 자기개발 역량 강화 및 지역서점 활성화,"○ 지원내용 : 도서구입비 80% 지원(자부담 20%)
○ 지원금액 : 1인 최대 8만원(연 1회 한정)
※ 도서구입에 실제 소요된 비용 최대 8만원 지원
○ 구입처 : 관내 지역서점 ※ 관외, 온라인 및 대형마트 구매 도서 지원 불가",20240304 ~ 20241130,47210,,19.0,39.0,복지문화,건강,경상북도
원주시 2024년 대학생 주소이전 사업(지원금),타 지자체에서 원주시 관내 대학기숙사 및 거주지로 주소 이전 후 1개월 이상 경과한 대학생에게 1인당 학기별 10만 원씩 개인별 지급,타 지자체에서 원주시 관내 대학기숙사 및 거주지로 주소 이전 후 1개월 이상 경과한 대학생에게 1인당 학기별 10만 원씩 개인별 지급,20240101 ~ 20241231,51130,,,,복지문화,건강,강원특별자치도
"제17차 울진청년하루배움데이, 나만의 도자기 만들기(원데이: 10.30)(선착순10명)",원데이 클래스,"◦ 강의주제: 나만의 도자기 만들기
◦ 강의일시: 2024. 10. 30.(수) 오후 2시(약 2시간 소요)
◦ 참여대상: 19세 ~ 49세 울진 청년 누구나
◦ 모집인원: 10명(선착순) 
◦ 강의장소: 울진청년일자리센터 1층(울진읍 읍내로 57-6)
◦ 기타사항 - 10명 선착순이나, 취소 등에 대비하여 예비 7명까지 추가 선발합니다. 
- 사전 취소없이 당일 불참시 다음 강의 후순위로 배정됩니다.",20241022 ~ 20241029,47930,http://gbyouth.co.kr/policy/list.tc?mn=2379&pageNo=5069&no=674,,,"일자리,교육","취업,미래역량강화",경상북도
2024년 사내벤처 육성 프로그램 특화분야 운영기업 모집ㆍ등록,대ㆍ중견ㆍ중소ㆍ공기업의 내ㆍ외부 자원을 활용한 사내벤처팀 발굴 및 분사창업기업으로의 육성을 지원,"운영기업 : 사내벤처팀 추천 권한 부여
운영기업이 추천하여 선정된 사내벤처팀(기업) 지원내용
① 창업아이템의 사업화를 위해 소요되는 자금 지원(최대 1억원)
② 성장지원 프로그램 : 창업교육, 전문가 멘토링, IR, 네트워킹 등으로 구성된 사내벤처팀의 사업화 지원을 위한 프로그램 지원",20240116 ~ 20241231,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",https://www.k-startup.go.kr/web/contents/webPMSBizUnvs.do?returnUrl=/screen/BMO0101M01?pbancId=0513601%27,,,일자리,재직자,세종특별자치시
24년 3차 서울지역본부 청년 매입임대주택 예비입주자 모집공고,토지주택공사에서 매입한 주택을 무주택 미혼 청년에게 시중 시세 40~50% 수준 임대주택 제공,"○ LH에서 주택을 매입하여 청년(만19세~39세), 대학생 및 취업준비생을 대상으로 시중시세 40~50% 수준으로 임대하는 청년매입임대주택 입주자 모집

○ 모집지역 : 서울특별시(강남구, 강동구, 강북구, 강서구, 관악구, 광진구, 구로구, 금천구, 노원구, 동대문구, 동작구, 서대문구, 서초구, 성북구, 송파구, 양천구, 영등포구, 용산구, 은평구, 종로구, 중구, 중랑구)",20241007 ~ 20241010,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300016968&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26&mi=1026,,,주거,주택 및 거주지,세종특별자치시
전입지원금 신청하기(경북 영천시),전입지원금 신청하기,"- 2023. 3. 1.이후 전입자: 1인/전입지원금 20만원 (전입 익월 5만원, 6개월 후 익월 15만원)
- 2023. 1. 1. ~ 2. 28. 중 전입자: 1인/전입지원금 20만원 (전입시 3만원, 6개월 후 17만원)
단 기간 중 전입한 2명이상 전입세대·직업군인·군무원·학생은 6개월 후 1인/20만원
- 2022. 12. 31.이전 2명이상 전입세대: 2인/전입지원금 30만원 (1명 추가시 10만원 추가 지원)
※ 2명이상 전입세대는 쓰레기종량제봉투 추가 지원 (단 같은 날, 같은 주소로 전입한 세대에 지원)",20240101 ~ 20241231,47230,https://www.yc.go.kr/depart/transferSupport/write.do?mId=1002000000#writeCheck,,,주거,주택 및 거주지,경상북도
인구증가 정책지원 사업(전입 지원금),인구구조 변화에 따른 인구충격을 완화하고 지속가능한 부여군을 만들기 위해 전입 지원금 지급,"1. 전입세대 지원금 : 5만원 상당 지역화폐 지급(최초로 군에 전입하여 세대를 구성한 세대주에게 지급)
2. 전입학생 생활용품 구입비 지원(다른 시·군·구에서 군으로 전입신고를 한 관내 중·고·대학생, 대학원생)
중·고등학생: 1차 –30만원 , 2차~5차 : 20만원
대학교 신입생: 1차-30만원, 2차: 100만원, 3차: 50만원, 4차: 30만원
(단 휴학생의 경우 매년 20만원씩 지급하되 휴학기간은 총 4년 한정)
대학교 2학년~대학원생: 1차~5차: 30만원",20240101 ~ 20241231,44760,,,,주거,주택 및 거주지,충청남도
전입지원금 지원(충남 공주시),전입지원금 지원,"대학생 : 월 7만원 / 그 외 : 연 40만원(신청 시 20만원, 1년 후 20만원, 이후 6개월마다 20만원)
※ 근로는 최대 3년 지원 후 종료
- 공주페이 지급
※ 본인 명의 휴대폰으로 공주페이 앱(착한페이)에 가입되어 있어야 함.",,44150,https://www.gongju.go.kr/kr/sub06_01_09_04_05.do,,,주거,주택 및 거주지,충청남도
전입지원금 지원(경북 영주시),영주시 인구유입 최대화와 전입주민의 안정적인 정착 지원 및 지역경제 활성화 도모,"영주사랑 상품권 30만원(지류식 또는 모바일식)
- 최초 1회에 한함
- 지류식의 경우 6개월 이내에 해당 읍·면·동 행정복지센터에서 수령",20240101 ~ 20241231,47210,,,,주거,주택 및 거주지,경상북도
전입장려금(경북 고령군),전입장려금,1인당 10만원,20240101 ~ 20241231,47830,,,,주거,주택 및 거주지,경상북도
전입 지원금(경북 상주시),전입 지원,1인당 상주화폐 20만원,,47250,,,,주거,주택 및 거주지,경상북도
전입 지원금(충남 예산군),"예산의 미래, 아이가 있어 행복한 예산 Welcome!, 예산군은 출산장려와 전입군민에게 다양한 지원을 시행하고 있습니다.","1. 전입 실비 등: 
쓰레기종량제 봉투 20L 60매, 예산시네마입장권 2매, 예산국밥시식권 2매
전입실비 : 1인당 예산사랑상품권 1만원
태극기 세트(국기, 깃대) : 세대당 1세트 ※ 최초 1회만 지급

2. 학생 생활용품비: 
전입시 : 예산사랑상품권 5만원
전입 후 1년 경과 시 : 예산사랑상품권 10만원
전입 후 2년 경과 시 : 예산사랑상품권 20만원
전입 후 3년, 4년 경과 시 : 예산사랑상품권 각 30만원 (단 휴학기간은 전입기간에서 제외) 
※ 최초 1회만 지급

3. 기업체 임직원 생활용품비: 
전입 시 : 예산사랑상품권 5만원
전입 후 1년 경과 시 : 예산사랑상품권 10만원
전입 후 2년 경과 시 : 예산사랑상품권 20만원
전입 후 3년, 4년 경과 시 : 예산사랑상품권 각 30만원
※ 최초 1회만 지급

4. 국적 취득자 지원금: 
1인 50만원 지급

5. 전입 학생 기숙사비: 
학기 당 20만원 이내에서 실비 지급",20240101 ~ 20241231,44810,,,,주거,주택 및 거주지,충청남도
2024년 화성시 청년활동포인트제 참여 신청(4차),"화성시는 지역사회에 대한 청년의 관심 고취 및 청년의 사회참여 활동
만족도 제고를 위하여 다음과 같이 「2024년 화성시 청년활동포인트제」
참여자를 모집하오니 청년 여러분의 많은 참여 바랍니다.","○ 내 용: 화성시 청년활동 참여 후, 기준에 따라 증빙 시 포인트 적립·지급
○ 지급시기: 상·하반기로 2차에 걸쳐 화성시지역공헌활동포인트 지급(1포인트=1원)
○ 지급방법: ①화성시 지역화폐 전환 또는 ②기부",20241007 ~ 20241115,41590,https://apply.jobaba.net/bsns/bsnsDetailView.do?bsnsSeq=3747,19.0,39.0,"참여권리,참여권리","청년참여,정책인프라구축",경기도
전입지원금(인구증가시책)(경북 문경시),전입지원(인구증가시책),"- 전입이사비용 1인당 30만원(1인가구 지원 가능)
※전입추천자 : 1인당 문경사랑 상품권 10만원
- 전입세대 주택수리비 200만원 지원
- 전세자금 대출(5천만원 한도) 이자 50%를 2년 간 지원(최대 100만원)
- 전입세대 자동차번호판 변경 비용 전액 지원
- 신혼부부에 대한 주택구입 또는 전세 자금 대출잔액의 2% 이내로 이자 3년 간 지원(최대 100만원)",20240101 ~ 20241231,47280,,,,주거,주택 및 거주지,경상북도
"창원시 전입 대학(원)생 생활안정지원금 지원(연간 72만원, 최대 3년간 216만원)","창원시 전입 대학(원)생에 1인당 월 6만원의 생활안정지원금 지원(연간 72만원, 최대 3년간 216만원)","1인당 월 6만원 현금 지급(연간 72만원, 최대 3년간 216만원)
* 전입일로부터 1년 이내 신청가능(예산소진 시까지)",,48120,,,,복지문화,건강,경상남도
2024년 소공인 스마트 역량강화 교육생 모집공고,"산업전반에 걸친 디지털기반 경제로의 본격 전환속에서 소공인 대상 스마트화 도입 필요성 및 사례, 제조 생태계의 산업안전 등에 대한 맞춤형 교육 제공","스마트제조산업의 이해, 도입사례, 참조모델, 사업계획서 작성실무, 중대재해처벌법의 이해 등 교육(4H, 무료)

※ 9월 이후 교육일정은 (사)한국스마트컨설팅협회*(www.korsca.kr) 별도 공지 확인",20240726 ~ 20241130,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",https://naver.me/G65Q8ozU,,,일자리,재직자,세종특별자치시
